Peeters,33113
Janssens,30996
Maes,25567
Jacobs,20096
Mertens,18699
Willems,18540
Claes,16757
Goossens,16075
Wouters,15834
De Smet,14251
Vermeulen,13693
Pauwels,13527
Dubois,13152
Hermans,12726
Aerts,12712
Michiels,12115
Lambert,12016
Martens,11171
De Vos,11024
Smets,10896
Dupont,10487
Claeys,10327
De Clercq,10293
Desmet,10285
Hendrickx,10098
Van Damme,10045
Stevens,9521
De Backer,9387
Janssen,9345
Devos,9316
Martin,9075
Van de Velde,8995
Segers,8980
Lemmens,8835
Coppens,8679
Dumont,8172
Wauters,7877
Leroy,7849
Van den Broeck,7833
Leclercq,7829
Simon,7738
De Cock,7717
Verhoeven,7489
Cools,7456
Laurent,7441
François,7333
De Smedt,7072
Declercq,7043
Smet,7035
Denis,7024
Thys,6995
Renard,6833
De Meyer,6769
Thomas,6761
Timmermans,6736
Lejeune,6623
De Pauw,6567
Baert,6567
De Wilde,6543
De Ridder,6510
Lauwers,6398
Lenaerts,6384
Verstraete,6365
Lambrechts,6359
Gérard,6292
Petit,6241
Vandenberghe,6221
Verheyen,6166
Mathieu,6162
Lemaire,6157
Geerts,6152
Charlier,6125
Cornelis,6088
Bogaert,6087
Bauwens,6086
Moens,6013
Christiaens,6001
Verbeke,5999
Bosmans,5862
Verlinden,5844
Verschueren,5788
Wuyts,5785
Bertrand,5746
Michel,5741
Bogaerts,5637
Deprez,5629
Vermeiren,5617
Fontaine,5596
Carlier,5574
Noël,5527
Van Dyck,5507
Verstraeten,5457
Vermeersch,5401
Claessens,5396
Simons,5328
Jansen,5289
Evrard,5287
Beckers,5232
Pieters,5215
Adam,5204
