Marie,1443924
Nathalie,755116
Isabelle,717238
Sylvie,715988
Catherine,700724
Laurie,618898
Christine,542580
Françoise,536328
Valerie,496130
Sandrine,477954
Stephanie,463820
Veronique,462526
Sophie,460496
Celine,444702
Chantal,420778
Patricia,410222
Anne,408428
Brigitte,380302
Julie,374860
Monique,371254
Aurelie,349512
Nicole,342790
Laurence,339892
Annie,332528
Émilie,330056
Dominique,324118
Virginie,324012
Corinne,322502
Elodie,312600
Christelle,308376
Camille,306312
Caroline,291970
Lea,285984
Sarah,284648
Florence,284200
Laetitia,280994
Audrey,278496
Helene,276910
Laura,275126
Manon,274118
Michele,257210
Cecile,252316
Christiane,249720
Beatrice,248904
Claire,246442
Nadine,245056
Delphine,243934
Pauline,242808
Karine,238732
Melanie,238730
Marion,238036
Chloe,237474
Jacqueline,235338
Elisabeth,234978
Evelyne,234066
Marine,230450
Claudine,228296
Anais,227952
Lucie,216870
Danielle,210764
Carole,208482
Fabienne,204202
Mathilde,203982
Sandra,203858
Pascale,201190
Annick,195244
Charlotte,190148
Emma,187720
Severine,186626
Sabrina,185776
Amandine,182708
Myriam,179412
Jocelyne,178336
Alexandra,177274
Angelique,174668
Josiane,172480
Joelle,171898
Agnes,171662
Mireille,158832
Vanessa,156978
Justine,156856
Sonia,155938
Bernadette,154262
Emmanuelle,153966
Oceane,152808
Amelie,151756
Clara,150484
Maryse,146376
Anne-marie,146340
Fanny,145036
Magali,143310
Marie-christine,140928
Morgane,139610
Ines,138474
Nadia,138130
Muriel,137406
Jessica,136540
Laure,133516
Genevieve,133084
Estelle,132472
