94	Ravnsbæk,Haack,Hoelgaard,Hagelund,Pors,Gjesing,Hindsgaul,Borggaard,Engsig,Rudbæk,Elnegaard,Louring,Skovsted,Gissel,Voetmann,Landbo,Kjeld,Ellehammer,Abdullah,Sandø,Røjkjær,Kiær,Kjelgaard,Algren,Holde,Lennert,Løkkegaard
93	Hyldig,Capion,Engelsted,Refslund,Ovesen,Barrett,Bonnerup,Medom,Klæstrup,Evers,Schnoor,Bergholdt,Sadolin,Haumann,Elmstrøm,Holtegaard,Struve,Bau,Ehrenreich,Ellemann,Uth
92	Schjøtt,Holland,Morsø,Lindorff,Krogager,Sanggaard,Ranch,Brøndsted,Brøsted,Stoltz,Wedell,Leicht,Toftdahl,Bue,Graulund,Uldal,Raben,Baumann
91	Viftrup,Moos,Bom,Nørrelund,Gottschalk,Selch,Arendal,Dahlerup,Ager,Nilsson,Bogø,Samsøe,Kaltoft,Schriver,Møberg,Valbjørn,Sejersen,Grüner,Svare
90	Wriedt,Lørup,Heltborg,Albrecht,Hilding,Brændstrup,Kaa,Reimers,Braae,Veggerby,Hoe,Dich,Duedal,Haarup,Arendt,Rosengreen,Lundahl,Majland,Klinkby,Rolsted,Illemann,Hejgaard,Gudmann,Krone,Kaiser,Mejdahl,Rosager,Algreen,Klejs
89	Haislund,Hasle,Melander,Hye,Utoft,Mehl,Glasdam,Mejlvang,Kidmose,Barfoed,Manley,Kammersgaard,Persson,Schiønning,Sohn,Ellegård,Thun,Søltoft,Breinholdt,Ramsing,Toustrup,Hornstrup,Wiuff,Raahede
88	Jøhnk,Vejle,Märcher,Nørkjær,Grønvall,Benzon,Mathiasen,Klejnstrup,Lyngbye,Heitmann,Vraa,Schougaard,Corfitz,Skoubo,Littau,Frisch,Markmann,Lippert,Steiner,Hørlyck,Kjeldbjerg,Nim,Mangor,Tommerup,Beenfeldt,Abdi,Trans
87	Ruberg,Nørbjerg,Dragsbæk,Lynderup,Thorsgaard,Moselund,Bramsen,Balleby,Lillevang,Askholm,Mejlby,Bock,Bram,Egegaard,Gadeberg,Pagaard,Schak,Lilholt,Rosenkjær,Black,Trebbien,Sidelmann,Svenningsen
86	Sandbæk,Errebo,Terndrup,Tscherning,Buchholtz,Ammentorp,Hinge,Kaagaard,Garcia,Karlsen,Mejdal,Mousten,Burkal,Helth,Johannsen,Sperling,Engelbreth,Løndal,Graabæk,der,Askjær,Brødbæk,Klüver,Mau,Prang,Fjordside
85	Hummelgaard,Herlev,Jøker,Boldt,Ritter,Haugård,Ottesen,Broen,Langvad,Henckel,Wahl,Steengaard,Elmer,Henning,Vejrum,Færk,Steenholdt,Haulund,Ræbild,Deichmann,Buhr,Provstgaard,Fonseca,Lundbæk,Villefrance,Hillerup,Roager,Bartholdy,Hørning,Bjørnlund,Flintholm,Mølbæk,Gamst
84	Bækdal,Hestbech,Lundorff,Schiøler,Andrup,Blauenfeldt,Manniche,Kjeldahl,Poder,Muxoll,Flyvholm,Gottenborg,Kilde,Hagerup,Langer,Kaasgaard,Miller,Nolsøe,Ledet,Norre,Bredkjær,Holmquist,Brok,Brunbjerg,Hildebrand,Wraae
83	Mølskov,Skytt,Glintborg,Holmelund,Lykkebo,Jønsson,Hvilshøj,Gehlert,Østerskov,Brandhøj,Hauritz,Thyssen,Gundelund,Svensson,Schnack,Lundgård,Wolfgang,Wilken,Windfeldt,Kappelgaard,Sandholt,Dahir,Hanghøj,Bøttcher,Dræby,Kjærsgård,Røge,Fonnesbech
